keluhan;bagian
Maaf jadi pas saya sso kmrn kan saya udh aktivasi tapi tune nya lagi creating account trus saya refresh hasil nya dari tune, blog, sama office 365 nya failed;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang, saya Fidelis Surya 1101130173, alumni tahun 2013. ketika mengakses cdc (sudah buat akun) tidak bisa mengisi data-data di dashboard (foto terlampir). Mohon bantuannya, terimakasih.
&nbsp;
tambahan :
Saya mencoba input keluhan di BAGIAN KARIR &gt; URUSAN PENGEMBANGAN KARIR tapi untuk layanan tidak keluar deskripsi";RISET DAN LAYANAN TEKNOLOGI INFORMASI
tidak bisa melihat detail kehadiran mahasiswa;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Dear Yth,
Saya alumni untiversitas Telkom angkatan 2011, saya ingin menanyakan akun DreamSpark saya sudah expired, apakah bisa diaktifkan kembali ?
Terima Kasih,
Regards,
Hengky Yudha Bintara";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat Pagi,Saya Andy Fengki Qoirulnaim, alumni d3 Teknik Telkomunikasi 2017. Saya ingin melegalisir Ijazah dan Transkip Nilai melalui dela, namun terkendala tidak bisa login ke dalam dela. keterangan ""Username &amp; Password not correct or not match!"" saya coba daftar namun keterangan ""failed akun sudah tersedia"". dan sebelumnya mohon maaf kesalahan input keluhan ini, karena pada tab layanan memilih legalitas copy Ijazah &amp; transkip akademik tidak ada sub kategori.&nbsp;Mohon bantuannya dan Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang,
saya dosen mata kuliah ISH3M3, Sistem MSDM, jam 10.30, kelas SI 38 01, terdapat 8 mahasiswa yang melakukan tapping, hanya 3 yang tercatat, sedangkan yang 5 orang tidak teridentifikasi di igracias. Mohon bantuannya. Trims.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
selamat siang, mau tanya kenapa bukti kwitansi pembayaran semester ganjil 2016-2017 tidak ada ? sedangkan sudah lunas. terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuan data nilai KP Semester Genap 2015/2016 dengan format sbb:
Kolom 1: NIM
Kolom 2: Nama Mahasiswa
Kolom 3: Dosen Wali
Kolom 4: Prodi
Kolom 5: Nilai Pembimbing Akademik
Kolom 6: Nilai Pembimbing Lapangan
Kolom 7: Nilai Presentasi
Kolom 8: Nilai Similarity
Kolom 9: Nilai Total
Kolom 10: Indeks Nilai
&nbsp;
Terima kasih.
&nbsp;
Salam,
Zulfi.
LAA - FTE";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Help desk , mohon bantuannya saya dapat sms , dari YanSi SDM untuk mengecek email di milist, tetapi saya belum terdaftar di milist
terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Dear Sisfo mohon di bantu koneksi di Gedung Intata - Kawalusu agak lambat, download File dari email failed terus (ini ketiga kalinya failed) dan akses &nbsp;beberapa web sangat lama, dalam waktu bersamaan saya test browsing Detik com, butuh 20 detik untuk muncul satu layar, kami sedang mengerjakan borang ..mohon di bantu. terimakasih&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Asalamualaikum wr wb bapak/ibu admin
saya Elrizki Mardhi Hasan (1103130097), begini bapak/ibu,
saya ingin menanyakan kenapa tidak dapat meng-akses SSO agar dapat masuk ke google classroom. ketika saya masuk sebagai email elrizkimardhi@student.telkomuniversity.ac.id (sesuai igracias) tidak dapat diakses. dan ketika saya mengira belum aktivasi SSO, saya mencoba aktivasi ternyata sudah memiliki akun.&nbsp;
bagaimana ya bapak/ibu admin, apa yg harus saya lakukan karena seluruh matakuliah saya menggunakan googleclassroom sebagai akses diskusi dan pengumpulan tugas. terimakasih sebelumnya
Asalamualaikum wr. wb";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Ketika login tune,muncul user does not exist;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Bersama ini kami sampaikan komplain pegawai sebagai berikut :
Tidak bisa aktivasi SSO untuk karyawan baru atas nama Reza Jordan&nbsp; NIP. 18920116 sebagaimana capture terlampir.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Aslm. Mhn informasi&nbsp;terkait 
RFID sy yg tdk bisa dipakai utk tapping di tempat parkir kendaraan. Bgmn agar berfungsi? Demikian jg Tapping di kelas, bgmn mencek apakah tapping sdh berfungsi/blm
Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Email telkom university saya didadiah@telkomuniversity.ac.id tidak bisa diakses, mohon dapat diperbaiki.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Terkait informasi log in username dan password untuk domain Web Fakultas dan Prodi yang saat ini dihold, mohon kami dikirimi kembali username dan password domain terkait untuk kami gunakan dalam pengelolaan domain domian tsb. Atas kerjasamanya kami ucapkan terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Yth. Bagian SISFO,
Mohon bantuannya, saya tidak bisa akses email telkomuniversity.ac.id. Ketika akan akses email, maka muncul pesan sbb:
Invalid Email
We are unable to process your request at this time, please try again later.
Trims,
&nbsp;
Yuyus HIdayat
&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"dear admin,
saya ditunjuk manjadi admin web KK Transtel. Masalahnya saya tidak tau username dan password web KK Transtel dan admin sebelumnya juga kehilangan jejak username dan passwordnya karena sudah lama tidak diurus. Apakah sisfo bisa membantu mengecek username dan password untuk web KK Transtel? webnya transtel.telkomuniversity.ac.id
Terima Kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya belum bisa mengisi kuesioner untuk semester antara;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Salam. Punten, ini kok saya tidak bisa isi kuisioner dan cetak kartu ujian kenapa ya? Terimakasih.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang, Mohon maaf mengganggu waktunya.&nbsp;
Untuk tampilan igracias pada pengajuan pembimbing dan proposal tidak ada. Semula sudah diup load proposal dan pembimbing sudah ada. Namun, sekarang tampilan tidak ada ( Proposal tidak ada dan pembimbing tidak ada ). Mohon bantuannya.&nbsp;
Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa mengakses web serta gmail student;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Asalamualaikum
Permisi saya ingin masuk ke google class menggunakan sso.telkomuniversity.ac.id untuk keperluan perkuliahan. namun saya tidak dapat mengakses nya dengan alasan invalid email. Mohon segera diperbaiki agar tidak mengganggu kegiatan perkuliahan.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"saya cek menu kelengkapan sidang (5) terdapat gambar seperti gambar 1, kemudian saya cek menu daftar sidang (4) terdapat gambar seperti gambar 2, kemudian saya cek profil saya terdapat gambar seperti gambar 3, kemudian pada menu daftar sidang dan klik cetak form ijazah dan transkip muncul gambar seperti gambar 4
apakah bisa di perbaiki menghilangkan foto yang bertuliskan kurang lebih 'maaf ijazah file sma blm di upload ...'";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum saya ga bisa login classrom dengan akun sso';RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa login akun google classrooms menggunakan akun SSO.&nbsp;
putrasetiadi@student.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa login google classroom menggunakan akun email sso&nbsp;
Ibnumuzakky@student.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum pak, maaf mengganggu, saya tidak dapat mengakses email students.telkomuniversity.ac.id;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum.. maaf pak email saya gak bisa akses google classroom;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum pak/bu saya tidak bisa join google classroom;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat pagi,
Saya mahasiswa baru angkatan 2018. Saya ingin mengganti nomor telepon orang tua saya, karena yang tercantum di profil saya adalah nomor telepon rumah saya. Karena kesalahan tersebut orang tua saya masih belum mendapatkan username dan password untuk igracias parent. Saya sudah mencoba sendiri, tapi tidak berhasil. Saya ingin merubah nomor telepon orang tua saya menjadi 08122049458.
Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon petunjuk display untuk Igracias agar bisa kirim pesan seperti display Igracias yang sebelumnya.
Karena sistem Igracias yang baru tidak bisa menginputkan pesan langsung ke dosen atau pembimbing jadi menghambat untuk melakukan directly mengenai keperluan kepengurusan TA maupun registrasi (Mohon Sistem yang mudah untuk penginputan data-data yang penting agar segera bisa diproses dan ada eviden untuk ke pihak akademik yang bersangkutan)";RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya mau masuk kan bukti pembayaran, tapi selalu gagal, padahal tipe file dan ukuran file sesuai dengan persyaratan. ini saya lampirkan buktinya disini.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang. Terlampir data mahasiswa klik perpanjangan SK 2 kali yg seharusnya hanya sekali perpanjangan.

1. 6705140003 Dewi Nurul
2. 6301130293 Bram Arthya
3. 6707140048 Winda Fitri

Mohon bantuannya untuk reset perpanjangan SK tersebut. Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
&nbsp;
Terima kasih
&nbsp;
salam
TRA";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuannya mahasiswa wali saya bernama&nbsp;&nbsp;DEWI SETIAWATI (1402170271) mengajukan pengunduran diri karena ingin belajar di kampus lain. Sewaktu di akses nilanya di Igracias, nilai semester 1 tidak muncul, sedangkan nilai semester 2 muncul. Terlampir adalah print screen tampilan nilainya. Mohon bantuannya.
&nbsp;
Mohon bantuannya karena ybs ingin mengurus kepindahannya.
Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum&nbsp;
Pak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi&nbsp;
Sekian, terima kasih
Wassalamualaikum&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya salah memasukan nomor telp orang tua saya di igracias, sehingga orang tua saya tidak menerima password login untuk parents login. saya mencoba untuk mengedit data tersebut di akun saya namun tidak bisa. kolom seperti tidak bisa diedit. Mohon jalan kaluarnya bagaimana ya?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Mohon dapat dibantu web direktorat Admisi dan OpenLibrary tidak dapat dibuka dengan alamatadwork.telkomuniversity.ac.idd;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat pagi, mau melihat informasi seputar mata kuliah yang saya ambil, yang seharusnya ada lokasi kelas dan diajarkan dengan dosen siapa (dalam bentuk inisial tiga huruf), tetapi kali ini kosong, bahkan ketika ingin mencetak jadwal pun tidak ada informasi mengenai jadwal kuliah yang saya ambil, terima kasih.&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Yth. Bpk/Ibu, Salam sejahtera, Terima kasih sudah diperkenalkan media informasi ini,&nbsp; Mohon bisa dijelaskan manfaat/tujuan media igracias ini bagi wali mahasiswa. Tks, Adi S";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Id card saya belum terdaftar untuk masuk gerbang dan parkiran;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat pagi, saya dzaky muhammad rafi permana dari jurusan PuTi internasional . Saya mengalami kendala untuk fasilitas tune . Saya tidak bisa login tune menggunakan sso. Tidak bisa connect tune dengan sso login .Mohon bantuannya terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat siang Bapak/Ibu.. saya ingin bertanya. Sudah kurang lebih 3 bulan ini TUNE di Asrama C tidak berfungsi.. bagaimana ya solusi nya. &nbsp;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Maaf periahal tugas akhir saya belum bisa di imput, terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya tidak bisa mengakses email kampus, Mohon bantuannya;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang, Saya Erika Kurniasari Dewi mahasiswa Fakultas Indutri Kreatif jurusan Kriya Tekstil dan Mode. Dalam regitrasi online di igracias sampai saat ini saya masih belum ada kelas dan dapat memilih kelas yang seharusnya diambil di semester ini. Saya mohon segera ditanggapi dan diperbaiki.
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam,&nbsp;
Kepada Yth. Bpk/Ibu
&nbsp;
Mohon maaf, saya ingin melaporkan perihal registrasi di igracias. Bahwa, matakuliah ""Tugas Akhir"" yang akan di ambil tidak dapat dipilih, maupun di tambahkan. Masalah ini juga terjadi kepada teman satu kelas saya lainnya.
Mohon bantuan untuk memperbaikinya. Terimakasih banyak.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak dapat melakukan registrasi mata kuliah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
selamat Malam, saya Elsi Yuningsih mahasiswa kriya tekstil dan mode 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat di centang, berikut mata kuliah yang akan saya ambil: Tugas Akhir, e-fashion, dan budaya nusantara. Mohon ditindak lanjut, terimakasih.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat Malam,
Saya Erika Kurniasari Dewi mahasiswa Fakultas Industri Kreatif jurusan Kriya Tekstil dan Mode. Dari awal mulai masa registrasi matakuliah hingga malam ini saya sama sekali tidak dapat memilih kelas dalam registrasi matakuliah. dimohon untuk segera diperbaiki.
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"saya&nbsp;rachmah firstriani, S1 Kriya tekstil dan mode, kelas KR 39 03B tidak bisa melakukan registasi online karena tidak ada pilihan matakuliah dan kelas sesuai dengan aturan yang seharusnya diambil pada semester genap ini pada pilihan registrasi serta tidak bisa melakukan klik pada kolom pilih yang seharusnya. Mata kuliah tersebut adalah:
Tugas Akhir (tidak bisa di Klik)&nbsp;
E-Fashion kelas KR 39 03B (tidak ada kelas dan tidak bisa di klik)
Budaya Nusantara kelas KR 39 03 (tidak ada kelas dan tidak bisa di klik)
dimohon untuk kerjasamanya terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat malam, saya Nada mahasiswa kriya teksti 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat dicentang. berikut mata kuliah yang akan saya ambil; Tugas Akhir, e-fashion, dan budaya nusantara. Mohon ditindak lanjuti, terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Untuk matakuliah tugas akhir tidak bisa diambil;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Pilihan matakuliah untuk semester 8 saya tidak bisa di klik dan ditabahkan untuk regristrasi matakuliah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya mau bertanya, kemaren saya sudah melakulan regist untuk beberapa matkul dan tiba-tiba matkul tersebut hilang dengan sendirinya, padahal tidak ada yg hapus matkul tersebut. bagaimana solusinya?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Dear admin, saya butuh lisensi number untuk Ms. Office Professional Plus 2016 dikarenakan terdapat notifikasi perlu perubahan product keynya. Mohon bantuannya min. Thankyou;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Status TA/PA pada bagian Bimbingan Online, Daftar Sidang dan Kelengkapan SIdang tidak dapat di Klik.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
TUNE saya kok user do not exist;RISET DAN LAYANAN TEKNOLOGI INFORMASI
tidak bisa masuk wifi tune;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Belum terbuat akun untuk Office365;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya belum bisa klik siap sidang padahal sudah di approve di bimbingan online ileh dosen pembimbing;RISET DAN LAYANAN TEKNOLOGI INFORMASI
tidak bisa publikasi melalui blog dosen dikarenakan wordpress terkena spam;RISET DAN LAYANAN TEKNOLOGI INFORMASI
request approval di igracias pembimbing tidak keluar;RISET DAN LAYANAN TEKNOLOGI INFORMASI
username password orangtua saya tidak bisa tolong diurus terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Terjadi misleading informasi mengenai data tagihan&nbsp;pembayaran yang ada di Igracias dengan pada saat pembayaran di teller dan atau melalui atm. Tagihan yang tersisa untuk dibayar sesuai yang tertera di Igracias adalah sebesar Rp. 150.000,- namun pada kenyataannya saat ingin membayar, tagihan yang muncul adalah tetap sesuai dengan tagihan total awal sebesar Rp. 7.150.000,-";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang,saya MADE GUNA SATRIA 1401174487(MB41-06) pada pengajuan pengulangan mata kuliah pada semester 2&nbsp; tidak bisa di centang/dipih pada biasanya yang bagian&nbsp; sisi kanan juga tidak bisa diimput/drop";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat sore&nbsp;
Saya ingin menyampaikan bahwa saya tidak bisa melakukan registrasi mata kuliah online tahap 2 yaitu dengan mengambil mata kuliah semester 8.&nbsp;
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Maaf periahal tugas akhir saya belum bisa di imput, terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya tidak bisa mengakses email kampus, Mohon bantuannya;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang,
Saya Erika Kurniasari Dewi mahasiswa Fakultas Indutri Kreatif jurusan Kriya Tekstil dan Mode. Dalam regitrasi online di igracias sampai saat ini saya masih belum ada kelas dan dapat memilih kelas yang seharusnya diambil di semester ini. Saya mohon segera ditanggapi dan diperbaiki.
Terimakasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa melakukan registrasi untuk mata kuliah yang dipilih semester sekrang yaitu budaya nusantara dan TA karena kolom yang tersedia sudah dinyatakan lulus padahal belum pernah mengambil mata kuliah tersebut;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat Malam, saya Elsi Yuningsih mahasiswa kriya tekstil dan mode 2015. Saya tidak dapat melakukan registrasi mata kuliah dikarenakan mata kuliah yang tersedia tidak dapat di centang, berikut mata kuliah yang akan saya ambil: Tugas Akhir, e-fashion, dan budaya nusantara. Mohon ditindak lanjut, terimakasih.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"aya&nbsp;rachmah firstriani, S1 Kriya tekstil dan mode, kelas KR 39 03B tidak bisa melakukan registasi online karena tidak ada pilihan matakuliah dan kelas sesuai dengan aturan yang seharusnya diambil pada semester genap ini pada pilihan registrasi serta tidak bisa melakukan klik pada kolom pilih yang seharusnya. Mata kuliah tersebut adalah:
Tugas Akhir (tidak bisa di Klik)&nbsp;
E-Fashion kelas KR 39 03B (tidak ada kelas dan tidak bisa di klik)
Budaya Nusantara kelas KR 39 03 (tidak ada kelas dan tidak bisa di klik)
dimohon untuk kerjasamanya terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
