,keluhan,bagian,clean_keluhan
1399,"Mohon bantuannya mahasiswa wali saya bernama&nbsp;&nbsp;DEWI SETIAWATI (1402170271) mengajukan pengunduran diri karena ingin belajar di kampus lain. Sewaktu di akses nilanya di Igracias, nilai semester 1 tidak muncul, sedangkan nilai semester 2 muncul. Terlampir adalah print screen tampilan nilainya. Mohon bantuannya.
&nbsp;
Mohon bantuannya karena ybs ingin mengurus kepindahannya.
Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,bantu mahasiswa wali bernamanbspnbspdewi setiawati aju undur ajar kampus akses nila igracias nilai semester muncul nilai semester muncul lampir print screen tampil nilai bantu bantu ybs urus pindah
1400,"ak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi&nbsp;
Sekian, terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,akbu permisi kemarin orang tua pesan telkom university igracias orangtua username password nya pakai masuk igracias username password nya salah koreksi laginbsp sekian
1401,"Saya salah memasukan nomor telp orang tua saya di igracias, sehingga orang tua saya tidak menerima password login untuk parents login. saya mencoba untuk mengedit data tersebut di akun saya namun tidak bisa. kolom seperti tidak bisa diedit. Mohon jalan kaluarnya bagaimana ya?",RISET DAN LAYANAN TEKNOLOGI INFORMASI,salah masuk nomor telepon orang tua igracias orang tua password login orangtua login coba edit data akun kolom edit jalan kaluarnya
1402,Mohon dapat dibantu web direktorat Admisi dan OpenLibrary tidak dapat dibuka dengan alamat adwork.telkomuniversity.ac.id,RISET DAN LAYANAN TEKNOLOGI INFORMASI,bantu situs direktorat admisi openlibrary buka alamat adworktelkomuniversityacid
1403,"Selamat Malam , minta bantuannya untuk aktifasi akun dreamspark dan office 365 terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,bantu aktifasi akun dreamspark office
1404,"Selamat pagi, mau melihat informasi seputar mata kuliah yang saya ambil, yang seharusnya ada lokasi kelas dan diajarkan dengan dosen siapa (dalam bentuk inisial tiga huruf), tetapi kali ini kosong, bahkan ketika ingin mencetak jadwal pun tidak ada informasi mengenai jadwal kuliah yang saya ambil, terima kasih.&nbsp",RISET DAN LAYANAN TEKNOLOGI INFORMASI,lihat informasi putar mata kuliah ambil lokasi kelas ajar dosen bentuk inisial huruf kali kosong cetak jadwal informasi kena jadwal kuliah ambil kasihnbsp
1405,Cant connect to wifi tune,RISET DAN LAYANAN TEKNOLOGI INFORMASI,cant connect wifi tune
1406,Tidak boleh access tune account,RISET DAN LAYANAN TEKNOLOGI INFORMASI,access tune account
1407,"Selamat pagi admin,
saya Annisa dosen LB dari FTE mau melaporkan bug yang ada dan meminta bantuannya untuk diarahkan/diperbaiki.
Saya mau mendaftarkan tes di pusat bahasa untuk keperluan upgrading dosen kelas internasional. namun saat akan mendaftar dan menuliskan nama saya terdapat tulisan seperti pada gambar pertama (tidak bisa diproses karena tidak ada foto profil). lalu ada perintah untuk memasukkan foto profil dengan melampirkan link. namun saat link tsb di klik tidak masuk ke halaman manapun, tapi masuk ke halaman utama. Saya coba cari-cari dibagian akun, namun tidak ada opsi unggah foto profil, adapun opsi ""masukkan data dosen"" tidak bisa diakses (forbidden) seperti tertera pada gambar terakhir.
Apakah admin bisa membantu saya untuk menyelesaikan urusan tersebut? Karena saya perlu mendaftar tes ke pusat bahasa sesegera mungkin untuk urusan upgrading dosen kelas internasional.
Terima kasih sebelumnya.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,annisa dosen lb fte lapor bug bantu diarahkandiperbaiki daftar tes pusat bahasa upgrading dosen kelas internasional daftar tulis nama tulis gambar proses foto profil perintah masuk foto profil lampir link link klik masuk halaman masuk halaman utama coba caricari akun opsi unggah foto profil opsi masuk data dosen akses forbidden tera gambar akhir bantu selesai urus daftar tes pusat bahasa urus upgrading dosen kelas internasional
1408,"maaf, tune wifi saya belum bisa, saya dulu lupa untuk try again saat aktifasi sso diauditorium",RISET DAN LAYANAN TEKNOLOGI INFORMASI,tune wifi lupa coba aktifasi sso auditorium
1409,"Punten maaf menggangu saya mau menanyakan tentang masalah dalam memasukkan akun untuk office 365 yang dari telkom, disini saya sudah mencoba memasukkan password sesuai Igracias tetapi tidak mau masuk, kira-kira untuk mengatasi masalah tersebut apa solusinya ya min ?
Hatur nuhun.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,menggangu masuk akun office telkom coba masuk password sesuai igracias masuk kirakira solusi hatur nuhun
1410,"&nbsp;Mohon perbaikan RFID A202B mati
hatur nuhun
oman
&nbsp;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,nbspmohon rfid ab mati hatur nuhun om
1411,Ktm saya susah tapping di gku3.3.16 tidak ada bunyi peringatan apapun. Namun diruang lain lancar lancar saja,RISET DAN LAYANAN TEKNOLOGI INFORMASI,ktm susah tapping gku bunyi ruang lancar lancar
1412,Bagaimana cara untuk mendapatkan lisensi office 365?,RISET DAN LAYANAN TEKNOLOGI INFORMASI,lisensi office
1413,"Assalamualaikum WR. WB
Saya ingin komplain mengenai ID Tune saya, saat login tertulis USER DO NOT EXIST, mohon bantuannya
Wassalamualaikum WR. WB",RISET DAN LAYANAN TEKNOLOGI INFORMASI,komplain kena id tune login tulis user do not exist bantu
1414,"selamat siang. Akun igracias saya tidak dapat digunakan untuk mengakses wifi tune. setiap login selalu ada pemberitahuan ""user doesn't exist"". terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,akun igracias akses wifi tune login pemberitahuan user doesnt exist
1415,"Saya ingin melaporkan display interface Igracias pada bagian nilai yang membingungkan. Pada display nilai, satu satunya jumalh sks yang ditampilkan hanya pada diatas. Dan ternyata merupakan display sks yang telah dilalui bukan sks telah lulus. Hal ini dapat membingungkan mahasiswa dikarenakan sks yang lulus hanya bisa ditampilkan ketika sudah menenekan ""cetak nilai lengkap"" yang dimana mahasiswa tidak menganggap itu sebagai laporan jumlah sks, melainkan hanya sekedar untuk mencetak.&nbsp;
&nbsp;
Hal ini telah membuat saya sebagai mahasiswa salah memperhitungkan jumlah sks di tengah2 semester dan menjadikan saya tidak bisa mengikuti sidang bulan ini karena baru mengetahui hal tersebut&nbsp; semoga hal ini dapat menjadi masukan untuk memperbaiki interface nilai mahasiswa dan jumlah sks lulus agar tidak terjadi hal-hal yang tidak diinginkan.
&nbsp;
Terima kasih.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,lapor display interface igracias nilai bingung display nilai jumalh sks tampil nyata rupa display sks sks lulus bingung mahasiswa sks lulus tampil nenek cetak nilai lengkap mahasiswa anggap lapor sks dar mencetaknbsp mahasiswa salah hitung sks semester sidang tersebutnbsp moga masuk interface nilai mahasiswa sks lulus halhal
1416,"akun SSO dengan usernama alifiabilqis tidak bisa login di TUNE.
saya atas nama alifia belqis
NIM 1301184093
IF - 42 -05
email : alifiabilqis@telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,akun sso usernama alifiabilqis login tune nama alifia belqis if email
1417,"Assalamualaikum. Saya ingin melakukan komplain,
Username Igracias saya tidak bisa login untuk akses tune.telkomuniversity.ac.id dengan keterangan User Does Not Exist.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,laku komplain username igracias login akses tunetelkomuniversityacid terang user does not exist
1418,"Tidak bisa login TUNE dengan igracias
id : abisatria
pass : abisatria12",RISET DAN LAYANAN TEKNOLOGI INFORMASI,login tune igracias id abisatria pass abisatria
1419,Maaf saya tidak bisa connect ke tune saya itu juga sudah dari sejak pengenalan igracias... Maaf untuk ketelatan pengajuan nya terima kasih,RISET DAN LAYANAN TEKNOLOGI INFORMASI,connect tune kenal igracias telat aju nya
1420,"Layanan tune saya tidak bisa dipakai,. Tulisan user can, t use it",RISET DAN LAYANAN TEKNOLOGI INFORMASI,layan tune pakai tulis user t use it
1421,"Saya dari D3TK-42-03,atas nama Windy Andhika putra,bahwa saya ada masalah dengan login akun tune saya,akun tune saya tidak bisa login,karena di situ di bilang user don't exist saat saya mau login&nbsp;
Terima kasih sebelumnya&nbsp;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,dtkatas nama windy andhika putrabahwa login akun tune sayaakun tune loginkarena situ bilang user dont exist loginnbsp sebelumnyanbsp
1422,"assalamualaikum , saya kemal arsyah dari Fakultas FIT dari D3 Teknik komputer, ""ini kenapa akun sso saya gabisa dipake di google classroom"" mohon di aktifkan :) , terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,kemal arsyah fakultas fit d teknik komputer akun sso gabisa dipake google classroom aktif
1423,saya tidak bisa login office 365. setelah login tulisan nya seperti itu..,RISET DAN LAYANAN TEKNOLOGI INFORMASI,login office login tulis nya
1424,"Tidak bisa membuat blog mahasiswa,username dan password sudah benar namun invalid
username:fitriherinda@student.telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,blog mahasiswausername password invalid
1425,tune saya bermasalah,RISET DAN LAYANAN TEKNOLOGI INFORMASI,tune
1426,"Assalamualaikum Saya Abel dari kelas TT-42-07, permisi untuk layanan dan prasarana igracias mobile kenapa tidak bisa digunakan ya padahal untuk username dan password sudah sama dan betul?&nbsp; sekian terimakasih semoga cepat diberikan solusinya karena saya sangat membutuhkan fasilitas ini",RISET DAN LAYANAN TEKNOLOGI INFORMASI,abel kelas tt permisi layan prasarana igracias mobile username password betulnbsp sekian moga cepat solusi butuh fasilitas
1427,"Pagi
Mohon bantuannya untuk perbaikan akses ke jaringan wifi tune.
Sebagai  informasi , saat ini user name dan password yang saya gunakan dapat  untuk akses igracias, namun tidak bisa digunakan untuk akses tune.
Pesan errornya adalah : user not exist.
Terima Kasih atas perhatiannya.
Regards,
ROC",RISET DAN LAYANAN TEKNOLOGI INFORMASI,bantu akses jaring wifi tune informasi user nama password akses igracias akses tune pesan errornya user not exist perhati roc
1428,"Permisi sebelumnya, saya tidak dapat melakukan registrasi smart parking  dengan alasan card exist, tetapibsaat saya melakukan tapping untuk akaes  gerbang parkir, selalu diberikan informasi bahwa kartu belum terdaftar,  dan harus selalu dibukakan oleh satpam tersebut. User igracias saya : gentaym",RISET DAN LAYANAN TEKNOLOGI INFORMASI,permisi laku registrasi smart parking alas card exist tetapibsaat laku tapping akaes gerbang parkir informasi kartu daftar buka satpam user igracias gentaym
1429,"Maaf jadi pas saya sso kmrn kan saya udh aktivasi tapi tune nya lagi creating account trus saya refresh hasil nya dari tune, blog, sama office 365 nya failed",RISET DAN LAYANAN TEKNOLOGI INFORMASI,pas sso kmrn aktivasi tune nya creating account refresh hasil nya tune blog office nya failed
1430,"Selamat siang, saya Fidelis Surya 1101130173, alumni tahun 2013. ketika mengakses cdc (sudah buat akun) tidak bisa mengisi data-data di dashboard (foto terlampir). Mohon bantuannya, terimakasih.
&nbsp;
tambahan :
Saya mencoba input keluhan di BAGIAN KARIR &gt; URUSAN PENGEMBANGAN KARIR tapi untuk layanan tidak keluar deskripsi",RISET DAN LAYANAN TEKNOLOGI INFORMASI,fidelis surya alumni akses cdc akun isi datadata dashboard foto lampir bantu coba input keluh karir gt urus kembang karir layan deskripsi
1431,tidak bisa melihat detail kehadiran mahasiswa,RISET DAN LAYANAN TEKNOLOGI INFORMASI,lihat detail hadir mahasiswa
1432,"Dear Yth,
Saya alumni untiversitas Telkom angkatan 2011, saya ingin menanyakan akun DreamSpark saya sudah expired, apakah bisa diaktifkan kembali ?
Terima Kasih,
Regards,
Hengky Yudha Bintara",RISET DAN LAYANAN TEKNOLOGI INFORMASI,hormat alumni untiversitas telkom angkat akun dreamspark expired aktif hengky yudha bintara
1433,"Selamat Pagi,Saya Andy Fengki Qoirulnaim, alumni d3 Teknik Telkomunikasi 2017. Saya ingin melegalisir Ijazah dan Transkip Nilai melalui dela, namun terkendala tidak bisa login ke dalam dela. keterangan ""Username &amp; Password not correct or not match!"" saya coba daftar namun keterangan ""failed akun sudah tersedia"". dan sebelumnya mohon maaf kesalahan input keluhan ini, karena pada tab layanan memilih legalitas copy Ijazah &amp; transkip akademik tidak ada sub kategori.&nbsp;Mohon bantuannya dan Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,pagisaya andy fengki qoirulnaim alumni d teknik telkomunikasi melegalisir ijazah transkip nilai dela kendala login dela terang username password not correct or not match coba daftar terang failed akun sedia salah input keluh tab layan pilih legalitas copy ijazah transkip akademik sub kategorinbspmohon bantu
1434,"Selamat siang,
saya dosen mata kuliah ISH3M3, Sistem MSDM, jam 10.30, kelas SI 38 01, terdapat 8 mahasiswa yang melakukan tapping, hanya 3 yang tercatat, sedangkan yang 5 orang tidak teridentifikasi di igracias. Mohon bantuannya. Trims.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,dosen mata kuliah ishm sistem msdm jam kelas si mahasiswa laku tapping catat orang identifikasi igracias bantu trims
1435,"selamat siang, mau tanya kenapa bukti kwitansi pembayaran semester ganjil 2016-2017 tidak ada ? sedangkan sudah lunas. terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,bukti kwitansi bayar semester ganjil lunas
1436,"Mohon bantuan data nilai KP Semester Genap 2015/2016 dengan format sbb:
Kolom 1: NIM
Kolom 2: Nama Mahasiswa
Kolom 3: Dosen Wali
Kolom 4: Prodi
Kolom 5: Nilai Pembimbing Akademik
Kolom 6: Nilai Pembimbing Lapangan
Kolom 7: Nilai Presentasi
Kolom 8: Nilai Similarity
Kolom 9: Nilai Total
Kolom 10: Indeks Nilai
&nbsp;
Terima kasih.
&nbsp;
Salam,
Zulfi.
LAA - FTE",RISET DAN LAYANAN TEKNOLOGI INFORMASI,bantu data nilai kp semester genap format kolom kolom nama mahasiswa kolom dosen wali kolom prodi kolom nilai bimbing akademik kolom nilai bimbing lapang kolom nilai presentasi kolom nilai similarity kolom nilai total kolom indeks nilai salam zulfi laa fte
1437,"Help desk , mohon bantuannya saya dapat sms , dari YanSi SDM untuk mengecek email di milist, tetapi saya belum terdaftar di milist
terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,help desk bantu sms yansi sdm ecek email milist daftar milist
1438,"Dear Sisfo mohon di bantu koneksi di Gedung Intata - Kawalusu agak lambat, download File dari email failed terus (ini ketiga kalinya failed) dan akses &nbsp;beberapa web sangat lama, dalam waktu bersamaan saya test browsing Detik com, butuh 20 detik untuk muncul satu layar, kami sedang mengerjakan borang ..mohon di bantu. terimakasih&nbsp;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,sisfo bantu koneksi gedung intata kawalusu lambat download file email failed kali failed akses nbspbeberapa situs test browsing detik com butuh detik muncul layar kerja borang bantu terimakasihnbsp
1439,"Asalamualaikum wr wb bapak/ibu admin
saya Elrizki Mardhi Hasan (1103130097), begini bapak/ibu,
saya ingin menanyakan kenapa tidak dapat meng-akses SSO agar dapat masuk ke google classroom. ketika saya masuk sebagai email elrizkimardhi@student.telkomuniversity.ac.id (sesuai igracias) tidak dapat diakses. dan ketika saya mengira belum aktivasi SSO, saya mencoba aktivasi ternyata sudah memiliki akun.&nbsp;
bagaimana ya bapak/ibu admin, apa yg harus saya lakukan karena seluruh matakuliah saya menggunakan googleclassroom sebagai akses diskusi dan pengumpulan tugas. terimakasih sebelumnya
Asalamualaikum wr. wb",RISET DAN LAYANAN TEKNOLOGI INFORMASI,asalamualaikum elrizki mardhi hasan akses sso masuk google classroom masuk email sesuai igracias akses ira aktivasi sso coba aktivasi nyata milik akunnbsp laku matakuliah googleclassroom akses diskusi kumpul tugas asalamualaikum
1440,"Ketika login tune,muncul user does not exist",RISET DAN LAYANAN TEKNOLOGI INFORMASI,login tunemuncul user does not exist
1441,"Bersama ini kami sampaikan komplain pegawai sebagai berikut :
Tidak bisa aktivasi SSO untuk karyawan baru atas nama Reza Jordan&nbsp; NIP. 18920116 sebagaimana capture terlampir.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,komplain pegawai aktivasi sso karyawan nama reza jordannbsp nip capture lampir
1442,"Aslm. Mhn informasi&nbsp;terkait 
RFID sy yg tdk bisa dipakai utk tapping di tempat parkir kendaraan. Bgmn agar berfungsi? Demikian jg Tapping di kelas, bgmn mencek apakah tapping sdh berfungsi/blm
Terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,aslm informasinbspterkait rfid pakai tapping parkir kendara fungsi jg tapping kelas cek tapping berfungsiblm
1443,"Email telkom university saya didadiah@telkomuniversity.ac.id tidak bisa diakses, mohon dapat diperbaiki.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,email telkom university akses
1444,"Terkait informasi log in username dan password untuk domain Web Fakultas dan Prodi yang saat ini dihold, mohon kami dikirimi kembali username dan password domain terkait untuk kami gunakan dalam pengelolaan domain domian tsb. Atas kerjasamanya kami ucapkan terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,kait informasi log in username password domain situs fakultas prodi dihold kirim username password domain kait kelola domain domian kerjasamanya
1445,"Yth. Bagian SISFO,
Mohon bantuannya, saya tidak bisa akses email telkomuniversity.ac.id. Ketika akan akses email, maka muncul pesan sbb:
Invalid Email
We are unable to process your request at this time, please try again later.
Trims,
&nbsp;
Yuyus HIdayat
&nbsp;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,hormat sisfo bantu akses email telkomuniversityacid akses email muncul pesan invalid email we are unable process your request at this coba later trims yuyus hidayat
1446,"dear admin,
saya ditunjuk manjadi admin web KK Transtel. Masalahnya saya tidak tau username dan password web KK Transtel dan admin sebelumnya juga kehilangan jejak username dan passwordnya karena sudah lama tidak diurus. Apakah sisfo bisa membantu mengecek username dan password untuk web KK Transtel? webnya transtel.telkomuniversity.ac.id
Terima Kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,manjadi situs kk transtel tau username password situs kk transtel hilang jejak username passwordnya urus sisfo bantu ecek username password situs kk transtel webnya transteltelkomuniversityacid
